feature_id,feature_name_ru,value_type,value_id,value_ru,comment_ru,comment_en,page_numbers
A-1,Количество подъемов гласных,listed,A-1-3,Четыре,"Дополнительный источник сведений - статьи ""Языки мира: Иранские языки. I."" и ""Языки мира: Центрального Ирана диалекты. II."".",,
A-2,Подъемы гласных,listed,A-2-4,"Верхний, верхне-средний, средний и нижний",,,
A-3,Противопоставление по открытости/закрытости в подъемах гласных,not_stated,,,,,
A-4,Ряды гласных,custom,,Семь позиционных вариантов по ряду при возможном наличии смешанного и нейтрального рядов,,,
A-5,Наличие фонологических ступеней долготы,not_stated,,,,,
A-6,Фонологические ступени долготы,custom,,Длгота (устойчивость?) гласных носит фонемный характер,Оппозиция гласных по долготе/краткости коррелирует с оппозицией по устойчивости/неустойчивости.,,
A-7,Наличие противопоставления гласных по лабиализации,listed,A-7-1,Присутствует,,,
A-8,Противопоставление гласных по лабиализации,listed,A-8-7,"В переднем, среднем и заднем рядах / во всех рядах",,,
A-9,Наличие противопоставления гласных по назализации,listed,A-9-2,Отсутствует,,,
A-10,Противопоставление гласных по назализации,not_applicable,,,,,
A-11,Противопоставление гласных по фарингализации,listed,A-11-1,Противопоставление гласных по фарингализации отсутствует,,,
A-12,Противопоставление гласных по продвинутости корня языка,not_stated,,,,,
A-13,Наличие дифтонгов и трифтонгов,listed,A-13-2,Только дифтонги,,,
A-14,Типы дифтонгов,listed,A-14-2,Нисходящие,,,
A-15,Инвентарь шумных согласных по ларингальным признакам,listed,A-15-1,Противопоставление по звонкости/глухости,,,
A-16,Типы шумных согласных по способу артикуляции,custom,,"Смычные: чистые (неносовые и носовые) и аффрикаты; щелевые (одно-, двухфокусные и боковые) и дрожащие",,,
A-17,Типы шумных согласных по месту образования,listed,A-17-2,"Губные, переднеязычные, палатальные, велярные/увулярные и ларингальные",,,
A-18,Типы шумных губных согласных по месту образования,listed,A-18-2,Губно-губные и губно-зубные,,,
A-19,Шумные переднеязычные согласные по месту образования,not_stated,,,"Консонантизм Т.я./д. практически совпадает с персидским, за исключением редких фонем в составе арабско-персидкой лексики.",,
A-20,Типы шумных велярных и увулярных согласных по месту образования,listed,A-20-3,Велярные и увулярные,Существует альтернативная классификация В.Жуковского.,,
A-21,Типы шумных ларингальных согласных по месту образования,listed,A-21-1,Только фарингальные,,,
A-22,Дополнительные артикуляционные противопоставления шумных согласных,listed,A-22-1,Отсутствуют,,,
A-23,Инвентарь сонорных согласных по способу артикуляции,listed,A-23-6,"Назальные, плавные, вибранты и глайды",,,
A-24,Инвентарь сонорных согласных по месту образования,listed,A-24-14,"Лабиальные, переднеязычные и среднеязычные",,,
A-25,Дополнительные противопоставления сонорных согласных,not_stated,,,,,
A-26,Инвентарь фрикативных согласных по месту образования,not_stated,,,,,
B-1,Вид основной просодической единицы,not_stated,,,,,
B-3,Характеристика просодической единицы по ее мотивации выбора акцентной вершины,listed,B-3-3,Фонологическая и нефонологическая,,,
B-4,Вид ударения (качественные характеристики),listed,B-4-1,Динамическое,,,
B-2,Носитель просодической единицы,listed,B-2-1,Слог,,,
B-5,Фиксированность ударения,listed,B-5-2,Связанное,,,
B-9,Носители ограниченного (разноместного) ударения,custom,,"Начальный слог слова, конечный слог слова или основы",Чхема не является абсолютной.,,
B-6,Типы связанного ударения,not_stated,,,,,
B-7,Тип ударения при формообразовании (словоизменении),not_stated,,,,,
B-8,Тип строго фиксированного ударения (по положению в слове),not_stated,,,,,
B-11,Количество уровневых тонов (уровней регистровых (ровных) тонов),not_stated,,,,,
B-10,Виды тонем,not_stated,,,,,
B-14,"Типы контурных (скользящих, модулярных, модулированных) тонем",not_stated,,,,,
B-12,"Типы уровневого (регистрового, ровного) тона",not_stated,,,,,
B-13,Количество уровней контурных тонов,not_stated,,,,,
B-15,Характер долготы,custom,,Долгота (устойчивость?) гласных носит фонемный характер,,,
B-16,Область гармонического уподобления гласных,not_stated,,,,,
B-17,Признак гармонического уподобления гласных,not_stated,,,,,
B-18,Уподобляющий элемент при гармоническом уподоблении гласных,not_stated,,,,,
B-19,Прочие супрасегментные явления,custom,,"Деназализация сонантов, палатализация, ассисмиляция согласных и гласных, фрикативизация, вокализация, метатеза",,,
B-20,Типы фонации,not_stated,,,,,
C-1,Начальный согласный в слоге,listed,C-1-5,Есть прикрытые и неприкрытые слоги,,,
C-2,Конечный согласный в слоге,listed,C-2-5,Есть закрытые и открытые слоги,,,
D-1,Ограничения на фонемную структуру сегментных морфем в начальной позиции,listed,D-1-1,Отсутствуют,,,
D-2,Ограничения на фонемную структуру сегментных морфем в конечной позиции,listed,D-2-1,Отсутствуют,,,
D-3,Особенности слогового состава слова,not_stated,,,,,
